1.9826;0.5612;1
0.9935;-0.4157;1
-2.1958;-1.5015;1
3.2972;0.7934;1
-3.5281;-1.2230;1
0.6510;0.3205;1
1.3498;1.3471;1
0.3068;-0.4971;1
-1.9296;-0.6621;1
0.5066;0.3225;1
-0.4237;-0.3952;1
0.4039;-0.4888;1
-0.6301;0.2774;1
1.0274;1.5061;1
-1.0030;0.0396;1
-2.5986;-0.7509;1
1.8192;0.1366;1
1.9534;1.1512;1
1.6783;1.5037;1
-3.2046;-0.9005;1
0.8837;0.4542;1
-2.1708;-1.0745;1
1.7862;1.0671;1
1.8915;0.2688;1
2.0285;0.1288;1
3.6355;0.6532;1
-2.8535;-1.3683;1
0.7740;-0.1159;1
3.1561;1.9749;1
0.0637;-0.0619;1
0.0546;0.4615;1
-1.4023;-1.7705;1
2.2184;0.6128;1
0.5317;-0.2773;1
2.4236;1.4523;1
-2.0647;-0.6175;1
-1.6616;0.8157;1
0.0843;1.0813;1
0.3875;0.9408;1
-1.8976;-1.0232;1
0.7391;-1.1153;1
-0.5563;0.0742;1
2.5437;1.0462;1
0.1107;-0.1032;1
0.5265;1.1159;1
-1.7898;-2.3689;1
-3.3500;-1.6887;1
-4.6492;-3.0680;1
4.0184;1.0372;1
1.1910;0.7204;1
2.9715;1.7905;1
-0.2936;-0.2818;1
-3.1236;-1.7672;1
-2.2760;-0.0985;1
-2.3638;-0.7589;1
-4.8088;-1.5536;1
1.3709;1.1674;1
-1.9030;-0.1024;1
0.5941;1.6079;1
0.2901;0.5196;1
-1.3353;-0.1946;1
2.5380;1.2731;1
0.6229;0.5791;1
-3.0622;-1.3120;1
-0.1746;-0.0697;1
0.5931;0.3810;1
-1.0039;-1.6254;1
0.6697;0.9219;1
2.5465;1.4510;1
0.8872;0.5423;1
2.2070;1.3710;1
3.8426;1.3455;1
3.3261;0.9043;1
0.7026;0.6161;1
3.2612;1.9938;1
-3.0725;-1.0025;1
0.0786;-0.1234;1
1.2613;-0.2678;1
0.6808;0.7755;1
-0.5436;0.0792;1
-4.2135;-1.0725;1
0.0730;0.3099;1
-2.4996;-1.2630;1
-1.2368;-0.2732;1
1.6624;0.8282;1
-1.7000;-1.4717;1
1.6862;0.5091;1
-1.5365;-0.9841;1
3.8928;1.3849;1
2.0957;0.7481;1
-2.2286;-1.4392;1
1.4817;0.7587;1
4.5393;2.1035;1
-5.2977;-2.4741;1
-0.9745;-0.6313;1
-2.5609;-0.1074;1
0.6757;1.0281;1
1.7583;0.1777;1
0.3906;0.4854;1
0.0148;-0.2453;1
0.6638;0.0822;1
-2.1279;-1.2989;1
-2.0239;-1.6425;1
1.5529;1.2871;1
-1.0802;-1.4759;1
3.0164;1.2172;1
2.0294;0.9814;1
-1.9185;-1.6891;1
0.7410;0.7597;1
1.4521;0.7201;1
0.3888;0.0698;1
-1.1771;-0.7717;1
2.0801;0.7282;1
6.2173;2.9815;1
0.1414;-0.9316;1
1.0433;0.6865;1
3.2341;0.6201;1
-0.9135;-0.4446;1
-1.7002;-0.1357;1
0.3134;0.6801;1
-4.3422;-2.3147;1
-1.6997;-0.5607;1
-1.8093;-1.4423;1
2.0357;0.8278;1
-1.0259;0.2337;1
-1.8058;-1.7492;1
-1.0259;0.4821;1
-1.1120;-0.0898;1
2.4569;0.3450;1
-0.7195;0.6319;1
-1.9574;-0.4895;1
1.4470;1.0903;1
0.7992;0.4996;1
1.5344;0.6288;1
-1.1989;0.1036;1
-2.7323;-1.7654;1
0.5465;-0.6673;1
-0.1099;-0.1507;1
-0.1053;-0.0689;1
-0.9452;-0.9290;1
0.7091;0.4209;1
0.1881;0.4479;1
-0.3650;0.3534;1
-0.7170;0.3875;1
-4.8592;-2.1524;1
2.4575;0.7987;1
1.5227;0.5729;1
-0.1181;-0.2685;1
4.6251;1.9207;1
2.4388;1.5728;1
-0.0443;3.5717;2
-0.0013;2.3694;2
-0.7120;2.6341;2
-0.4600;2.6717;2
0.9791;2.7984;2
-0.2263;2.9434;2
-1.1234;2.8999;2
-0.1224;2.9567;2
-0.6117;3.1033;2
-0.3683;3.0358;2
0.2281;3.0065;2
0.7016;3.3882;2
0.5922;2.7269;2
-0.8490;3.1037;2
0.8778;3.0396;2
-0.8310;2.0679;2
0.8604;3.1509;2
-0.4457;2.6824;2
-0.1263;3.0799;2
1.3435;2.7414;2
0.3119;3.5291;2
0.9388;2.5363;2
0.1348;2.4939;2
1.2229;2.6979;2
0.1226;2.7833;2
-0.1707;3.2727;2
-1.0673;2.8665;2
0.6659;2.0472;2
0.2501;3.5928;2
-0.1240;2.8232;2
0.8508;3.0051;2
0.8623;2.7473;2
-0.4952;3.1958;2
-0.1479;2.8621;2
-0.6549;2.6303;2
0.4734;2.7318;2
-0.1369;4.2045;2
0.1750;2.9500;2
-0.2255;2.7833;2
0.4651;2.6847;2
0.1223;3.2143;2
0.1899;2.8343;2
0.6622;3.3047;2
-0.0802;3.1494;2
-1.1331;2.9145;2
0.4652;2.5404;2
0.2344;3.4311;2
0.2596;3.3686;2
0.2682;2.8525;2
0.4137;2.4258;2
0.6098;3.8638;2
0.0539;3.6591;2
-0.3446;3.5369;2
0.6435;2.9429;2
-0.2191;3.6687;2
-0.4518;3.6023;2
0.4466;3.1276;2
0.4946;3.0129;2
-0.2469;2.7320;2
0.5543;2.7503;2
0.1570;2.3341;2
0.9492;3.8740;2
0.0050;3.3889;2
-0.0121;3.1592;2
0.0375;2.1431;2
1.1083;3.6210;2
-0.2399;2.9254;2
-0.1165;3.1703;2
0.1618;3.5534;2
0.2482;3.3758;2
-0.5464;3.7489;2
-0.2643;2.2297;2
-0.8069;1.7806;2
-0.3940;2.6185;2
-0.0766;3.1274;2
-0.2828;2.4696;2
-1.0975;2.7865;2
-0.1195;2.8566;2
-0.5868;3.3542;2
-0.5122;2.7492;2
0.0122;2.8646;2
-0.1124;3.0776;2
-0.0515;3.2232;2
0.0783;2.5655;2
0.0864;2.7157;2
-0.2906;2.5141;2
0.5426;2.2692;2
0.9998;3.2477;2
-0.6482;2.9573;2
-0.6114;3.2789;2
-0.0928;3.0947;2
-1.0787;3.8772;2
-0.2847;2.6844;2
-1.1375;2.8812;2
-0.4669;3.7342;2
-0.6562;3.5294;2
0.1330;1.8165;2
-0.1914;3.4639;2
0.1724;3.7903;2
0.3985;3.0855;2
0.4659;2.8677;2
-0.5902;3.1664;2
0.5876;2.4312;2
-0.1172;3.2556;2
0.6501;2.3392;2
0.5426;2.9004;2
-0.2261;3.3635;2
0.9158;3.2333;2
0.5762;1.8275;2
0.1444;2.9262;2
-0.2131;2.6907;2
0.1600;2.7838;2
0.8212;2.8982;2
-0.3947;2.6468;2
-0.4625;2.8250;2
0.1744;2.7068;2
0.2209;2.7897;2
0.3972;3.3990;2
0.2837;2.9792;2
-0.5099;2.6925;2
1.0816;2.8457;2
0.3693;3.3196;2
0.1994;3.3334;2
0.2607;3.3376;2
0.2800;3.3034;2
0.4316;2.7893;2
0.2994;3.5294;2
-0.2265;1.8296;2
-0.4054;2.8130;2
-0.7508;3.0900;2
-0.4945;3.5116;2
-0.3571;2.9129;2
0.7903;2.9510;2
0.4759;3.2379;2
0.3357;3.8001;2
0.6794;2.6743;2
0.4374;2.9631;2
-0.2030;3.1899;2
-0.5666;3.2612;2
0.3151;3.1117;2
0.8009;3.3466;2
-0.8356;2.3821;2
-0.5105;2.9141;2
-0.8619;2.7497;2
-0.4234;3.4761;2
-0.5509;3.0929;2
0.8350;2.3592;2
-0.3550;3.2638;2
-0.4853;3.0531;2
0.3446;3.2548;2
